PM Name,PM Description,Instruction 1,Instruction 2,Instruction 3,Instruction 4,Instruction 5,Instruction 6,Instruction 7,Instruction 8,Instruction 9,Instruction 10,Asset ID,Scheduling start on (MM/DD/YYYY),Repeat X Days,Repeat X Weeks,Repeat X Months,Repeat X Years,Assigned To User (user login),Assigned To Team (team name),Part ID,Part Suggested Qty,Default Priority Level,Estimated Time (in minutes),Always Create New PMs,Recalculate on PM Completion,Task Status Configuration (Green),Task Status Configuration (Orange),Task Status Configuration (Red)
138.14-CHECK T...,,"CHECK THAT THE SLICER BLADES ARE ALL AT THE SAME HEIGHT, I.E. LEVEL WITH EACH OTHER.  ADJUST IF NEEDED.",,,,,,,,,,213,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
138.14-CHECK T...,,CHECK THE OPERATION AND CONDITION OF THE SCREWDRIVERS AND THE UPPER AND LOWER DRIVE O-RINGS.  REPLACE OR REPAIR IF NEEDED.,,,,,,,,,,213,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
139.28-INSPECT...,,"INSPECT ALL MECHANICAL COMPONENTS INCLUDING LINKAGES, BUSHINGS, SPRINGS, DRIVE BELTS, CLUTCHES, AND GUIDES. ADJUST AND REPAIR AS NEEDED",,,,,,,,,,214,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
139.28-CHECK O...,,"CHECK OPERATION AND CONDITION OF PRINTER ASSEMBLY, REPAIR OR REPLACE COMPONENTS AS NEEDED.",,,,,,,,,,214,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
139.14-CHECK C...,,"CHECK CONDITION OF BRUSH ASSEMBLY. CLEAN DEBRIS OUT OF CHAINS AND SPROCKETS, REPLACE WORN OUT CHAINS AS NEEDED, INSPECT ALL MECHANICAL COMPONENTS AND REPAIR AS NEEDED.",,,,,,,,,,214,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
139.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,214,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
152.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,224,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
152.90-CHANGE ...,,"CHANGE THE INK FILTER AND CABINET FILTER, FOLLOW THE STEPS IN THE MANUAL.",,,,,,,,,,224,6/15/2022,90,,,,,Technician,,,3,30,1,0,0,-1,-2
152.14-INSPECT...,,INSPECT PRINT HEAD FOR EXCESSIVE BUILDUP AND CLEAN AS NEEDED. ,,,,,,,,,,224,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
152.7-IF ANY ...,,"IF ANY PROBLEMS ARE PRESENT THAT REQUIRE A SERVICE TECHNICIAN, REPORT THEM TO YOUR SUPERVISOR OR CONTACT DOMINO DIRECTLY TO GET SOMEONE HERE TO DO THE REPAIR. ",,,,,,,,,,224,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
135.14-LUBRICA...,,LUBRICATE AND INSPECT CONDITION OF ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE PARTS AS NEEDED,,,,,,,,,,169,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
