PM Name,PM Description,Instruction 1,Instruction 2,Instruction 3,Instruction 4,Instruction 5,Instruction 6,Instruction 7,Instruction 8,Instruction 9,Instruction 10,Asset ID,Scheduling start on (MM/DD/YYYY),Repeat X Days,Repeat X Weeks,Repeat X Months,Repeat X Years,Assigned To User (user login),Assigned To Team (team name),Part ID,Part Suggested Qty,Default Priority Level,Estimated Time (in minutes),Always Create New PMs,Recalculate on PM Completion,Task Status Configuration (Green),Task Status Configuration (Orange),Task Status Configuration (Red)
554.14-INSPECT...,,INSPECT CONDITION OF OVERHEAD CUPS. REPLACE ANY DAMAGED OR MISSING CUPS. ,,,,,,,,,,444,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
500.28-LUBRICA...,,LUBRICATE AND INSPECT THE WHEELS AND SWIVELS. REPLACE ANY BAD COMPONENTS. ,,,,,,,,,,404,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
500.28-INSPECT...,,INSPECT FRAMING FOR DAMAGE OR CRACKED WELDS. REPAIR OR REMOVE FROM SERVICE IF NEEDED. ,,,,,,,,,,404,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
525.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, BELTS, ROLLS, CHAINS, SPROCKETS, GUIDES, WEAR STRIPS, LEAD SCREWS, BRAKES, CLUTCHES, BUSHINGS AND FRAMEWORK. REPAIR AS NEEDED. ",,,,,,,,,,387,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
525.14-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,387,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
525.14-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE DEFECTIVE PARTS. ,,,,,,,,,,387,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
525.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,387,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
525.28-CHECK O...,,CHECK OIL LEVEL AND CONDITION IN GEARBOXES. DEPENDING ON CONDITION REPLACE THE OIL OR REPLACE THE GEARBOX. ,,,,,,,,,,387,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
516.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, BUSHINGS, BELTS, PULLEYS, CHAINS, SPROCKETS, LINKAGES, GUIDES AND WEAR STRIPS. REPAIR OR REPLACE AS NEEDED.",,,,,,,,,,417,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
516.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,417,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
516.14-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE DEFECTIVE COMPONENTS AS NEEDED. ,,,,,,,,,,417,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
516.14-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPLACE DEFECTIVE PARTS. ,,,,,,,,,,417,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
516.28-CHECK T...,,CHECK THE RACK STOPPERS AND MAKE SURE RACKS ARE POSITIONING IN THE CORRECT PLACES AT THE LOAD AND UNLOAD PUSHERS. ,,,,,,,,,,417,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
516.90-CHECK O...,,CHECK OIL LEVEL AND CONDITION IN GEARBOXES. DEPENDING ON CONDITION REPLACE THE OIL OR REPLACE THE GEARBOX. ,,,,,,,,,,417,6/15/2022,90,,,,,Technician,,,3,30,1,0,0,-1,-2
516.28-CHECK C...,,CHECK CONDITION OF LOADER AND UNLOADER ELEVATOR FLIGHTS. REPAIR ANY BROKEN WELDS AND STRAIGHTEN ANY BENT FLIGHTS. ,,,,,,,,,,417,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
540.14-INSPECT...,,"INSPECT TROLLY ASSEMBLIES AND ASSOCIATED HARDWARE FOR WEAR OR DAMAGE. ADJUST OR REPLACE AS NEEDED. RACK SHOULD MEASURE 12"" FROM THE BOTTOM OF THE MONORAIL. ",,,,,,,,,,434,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
540.28-CHECK T...,,"CHECK THE RACKS FOR BENT PAN FLIGHTS, STRAIGHTEN AS NEEDED.",,,,,,,,,,434,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
540.28-CHECK T...,,CHECK THE RACKS FOR DAMAGE OR BROKEN WELDS. REPAIR IF POSSIBLE OR REMOVE THE RACK FROM SERVICE AND REPLACE. ,,,,,,,,,,434,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
517.28-LUBRICA...,,"LUBRICATE AND INSPECT BLOWER ASSEMBLY MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, BELTS AND PULLEYS. ",,,,,,,,,,382,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
517.28-CHECK C...,,CHECK CONDITION OF AIR DUCT SYSTEM AND AIR DIFFUSERS. REPAIR AS NEEDED.,,,,,,,,,,382,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
