PM Name,PM Description,Instruction 1,Instruction 2,Instruction 3,Instruction 4,Instruction 5,Instruction 6,Instruction 7,Instruction 8,Instruction 9,Instruction 10,Asset ID,Scheduling start on (MM/DD/YYYY),Repeat X Days,Repeat X Weeks,Repeat X Months,Repeat X Years,Assigned To User (user login),Assigned To Team (team name),Part ID,Part Suggested Qty,Default Priority Level,Estimated Time (in minutes),Always Create New PMs,Recalculate on PM Completion,Task Status Configuration (Green),Task Status Configuration (Orange),Task Status Configuration (Red)
811.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,115,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
900.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, FASTENERS AND PIPING.",,,,,,,,,,516,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
900.28-AIR FIL...,,"AIR FILTER CLEAN OR REPLACE, CHECK BY HOLDING UP A LIGHT ON THE INSIDE. IF NO LIGHT IS VISIBLE AFTER CLEANING REPLACE THE FILTER.",,,,,,,,,,516,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
900.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE ANY DEFECTIVE COMPONENTS.,,,,,,,,,,516,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
900.28-INSPECT...,,INSPECT OIL AND AIR HEAT EXCHANGERS FOR BLOW BY. IF NECESSARY REPLACE THE HEAT EXCHANGER.,,,,,,,,,,516,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
900.180-CHECK C...,,CHECK COUPLING ASSEMBLY AND ALIGNMENT. CHECK FOR SIGNS OF WEAR. REPAIR AS NEEDED.,,,,,,,,,,516,6/15/2022,180,,,,,Technician,,,3,30,1,0,0,-1,-2
900.7-CHECK C...,,"CHECK CONDITION OF ALL MACHINE GUARDS, REPAIR OR REPLACE ANY MISSING GUARDS",,,,,,,,,,516,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
901.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING BEARINGS, SHAFTS, FASTENERS AND PIPING.",,,,,,,,,,517,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
901.28-AIR FIL...,,"AIR FILTER CLEAN OR REPLACE, CHECK BY HOLDING UP A LIGHT ON THE INSIDE. IF NO LIGHT IS VISIBLE AFTER CLEANING REPLACE THE FILTER.",,,,,,,,,,517,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
901.28-INSPECT...,,INSPECT ELECTRICAL COMPONENTS FOR DAMAGE. REPLACE ANY DEFECTIVE COMPONENTS.,,,,,,,,,,517,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
