PM Name,PM Description,Instruction 1,Instruction 2,Instruction 3,Instruction 4,Instruction 5,Instruction 6,Instruction 7,Instruction 8,Instruction 9,Instruction 10,Asset ID,Scheduling start on (MM/DD/YYYY),Repeat X Days,Repeat X Weeks,Repeat X Months,Repeat X Years,Assigned To User (user login),Assigned To Team (team name),Part ID,Part Suggested Qty,Default Priority Level,Estimated Time (in minutes),Always Create New PMs,Recalculate on PM Completion,Task Status Configuration (Green),Task Status Configuration (Orange),Task Status Configuration (Red)
350.28-LUBRICA...,,"LUBRICATE AND INSPECT ALL MECHANICAL COMPONENTS INCLUDING CHAINS, SPROCKETS, SHAFTS, BEARINGS, PIPING, PIPE COUPLERS, GASKETS, PACKING SEALS, DIVERTERS, SIFTER ASSEMBLIES AND U-JOINTS, REPAIR OR REPLACE AS NEEDED. ",,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
350.28-LUBRICA...,,LUBRICATE AND INSPECT ALL PNEUMATIC COMPONENTS. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
350.28-INSPECT...,,INSPECT CONDITION AND OPERATION OF ALL ELECTRICAL COMPONENTS. REPAIR OR REPLACE AS NEEDED. ,,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
350.28-CHECK T...,,"CHECK THE OIL LEVEL AND CONDITION IN THE BLOWERS. DEPENDING ON CONDITION, REPLACE OIL OR REPLACE THE BLOWER. TYPICAL OIL CHANGE INTERVALS ARE 180 DAYS. ",,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
350.28-CHECK T...,,CHECK THE OIL LEVEL AND CONDITION IN ALL GEARBOXES. DEPENDING ON CONDITION REPLACE THE OIL OR REPLACE THE GEARBOX. ,,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
350.28-INSPECT...,,"INSPECT AIR FILTER MATERIAL ON FLOUR BLOWERS, REPLACE IF NEEDED.",,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
350.28-INSPECT...,,"INSPECT MOUNTING AND CONDITION OF ALL GUARDS, REPLACE OR REPAIR IF NEEDED.",,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
350.28-CHECK T...,,CHECK THE CONDITION OF THE FLOUR SOCKS AND HOOPS.  MARK ANY HOLES FOUND AND REPORT TO SANITATION.  MAKE SURE THE CLAMPS ARE TIGHT AND IN GOOD CONDITION.,,,,,,,,,,81,6/15/2022,28,,,,,Technician,,,3,30,1,0,0,-1,-2
301.14-LUBRICA...,,LUBRICATE THE DIAPHRAGM PUMP AIR SUPPLY AND INSPECT CONDITION OF THE PUMP. REPAIR ANY LEAKS OR SWAP WITH A REBUILT PUMP IF NEEDED.,,,,,,,,,,47,6/15/2022,14,,,,,Technician,,,3,30,1,0,0,-1,-2
301.7-CHECK T...,,CHECK THE FLOW CONTROL GATE VALVE ON THE RETURN LINE. MAKE SURE IT IS SET TO ALLOW A SLOW CONTINUAL FLOW THROUGH THE PIPING WHILE STILL MAINTAINING PRESSURE AT THE OIL GUNS.,,,,,,,,,,47,6/15/2022,7,,,,,Technician,,,3,30,1,0,0,-1,-2
